"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL426659";"";"0";"293.41";"0";"3.80";"11";"CN1C2CCC1CC(O)(c1cccc(-c3ccccc3)c1)C2";"IC50";"'='";"3770.0";"nM";"5.42";"";"";"UO_0000065";"18.48";"0.34";"1.62";"23.11";"False";"CHEMBL870558";"Displacement of [3H]Citalopram from human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141860";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL204288";"";"0";"314.26";"0";"4.83";"9g";"CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL859242";"Inhibition of [3H] serotonin uptake into human SERT expressed in HEK293 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138144";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL134";"CLONIDINE";"4";"230.10";"0";"2.17";"CLONIDINE";"Clc1cccc(Cl)c1N=C1NCCN1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL210028";"";"0";"280.42";"0";"3.18";"18";"Cc1ccccc1CC(c1ccccc1)N1CCNCC1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"28.25";"0.52";"4.74";"51.87";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL379205";"";"0";"364.41";"0";"3.82";"23";"FC(F)(F)COc1ccccc1CC(c1ccccc1)N1CCNCC1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"20.36";"0.39";"3.60";"30.29";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL109";"VALPROIC ACID";"4";"144.21";"0";"2.29";"VALPROIC ACID";"CCCC(CCC)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL211363";"";"0";"408.52";"1";"5.11";"18a";"COc1cccc2c1C[C@@H](N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2";"IC50";"'='";"732.0";"nM";"6.13";"";"";"UO_0000065";"15.02";"0.28";"1.03";"16.37";"True";"CHEMBL864774";"Inhibition of [3H]5-HT uptake at human 5-HT transporter expressed in Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138933";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307657";""
"CHEMBL381331";"";"0";"392.29";"0";"3.38";"37";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)cc(C(N)=O)c21";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL862304";"Inhibition of serotonin re-uptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139648";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL169429";"";"0";"313.18";"0";"3.87";"5f";"COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1O2";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"18.27";"0.39";"1.85";"16.10";"False";"CHEMBL832636";"Inhibition of [3H]citalopram binding to human serotonin transporter (hSERT)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL93645";"ACECLOFENAC";"4";"354.19";"0";"3.91";"ACECLOFENAC";"O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL416526";"BUFOTENINE";"0";"204.27";"0";"1.98";"8";"CN(C)CCc1c[nH]c2ccc(O)cc12";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL834018";"Inhibitory concentration against serotonin transporter protein (SERT) expressed in HEK293 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142039";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3307715";""
"CHEMBL559045";"";"0";"525.74";"2";"6.54";"2a";"COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(c4cccnc4)CC3)C(C)(C)C2)cc1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"14.78";"0.27";"1.23";"14.27";"False";"CHEMBL1053230";"Displacement of [3H]imipramine from human serotonin transporter expressed in CHO cell membrane by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153458";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL88915";"";"0";"326.22";"0";"3.79";"11a";"COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C";"IC50";"'='";"867.0";"nM";"6.06";"";"";"UO_0000065";"18.58";"0.39";"2.27";"20.52";"True";"CHEMBL801384";"Inhibition of [3H]citalopram binding to the serotonin transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133606";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL4095361";"";"0";"552.68";"1";"3.79";"19b";"Cc1nnc(-c2cccc(CN3CCN(C(=O)c4ccc(C[C@@H]5CC[C@H]([C@H](O)c6ccccc6)N5)cc4)CC3)n2)o1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004028";"Inhibition of SERT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002615";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4085173";"";"0";"543.59";"1";"2.59";"19i";"O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC(F)(F)F)n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004028";"Inhibition of SERT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002615";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL455675";"";"0";"334.60";"1";"5.30";"39";"CNCc1cc(F)c(Cl)cc1Oc1ccc(Cl)c(Cl)c1";"IC50";"'='";"4.37";"nM";"8.36";"";"";"UO_0000065";"24.98";"0.57";"3.06";"39.32";"False";"CHEMBL962307";"Inhibition of serotonin reuptake at SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152152";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL442923";"";"0";"283.70";"0";"4.13";"42";"CNCc1cc(F)ccc1Oc1ccc(F)c(Cl)c1";"IC50";"'='";"37.5";"nM";"7.43";"";"";"UO_0000065";"26.18";"0.53";"3.30";"34.93";"False";"CHEMBL962307";"Inhibition of serotonin reuptake at SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152152";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL451120";"";"0";"352.30";"1";"5.02";"30";"CSc1ccc(Oc2ccc(Br)cc2CN(C)C)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"24.69";"0.59";"3.68";"69.76";"False";"CHEMBL1012267";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155050";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL3673168";"";"0";"384.25";"1";"5.49";"BDBM160630";"FC(F)Oc1ccc2c(c1)CN1CCC2(c2ccc(Cl)c(Cl)c2)CC1";"IC50";"'='";"3.0";"nM";"8.52";"";"303775";"UO_0000065";"22.18";"0.47";"3.03";"68.35";"False";"CHEMBL3705743";"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4ul/well of 1 mM fluoxetine dissolved in DMSO. 20 ul/well of a 2x membrane preparation (15 ug/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 20 ul/well of a 2x radioligand solution (520 pM [125I]RTI-55 in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to each well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 uA/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639048";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL455511";"";"0";"310.22";"1";"5.16";"26";"Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1";"IC50";"'='";"2.36";"nM";"8.63";"";"";"UO_0000065";"27.81";"0.59";"3.47";"69.18";"False";"CHEMBL962307";"Inhibition of serotonin reuptake at SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152152";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL445754";"";"0";"300.16";"0";"4.64";"66";"CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(F)c1";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"23.51";"0.51";"2.42";"33.19";"False";"CHEMBL962307";"Inhibition of serotonin reuptake at SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152152";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL4100713";"";"0";"465.65";"1";"5.59";"1c";"c1ccc(CC2CCN(CCCCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1";"IC50";"'='";"550.0";"nM";"6.26";"";"";"UO_0000065";"13.44";"0.24";"0.67";"13.36";"False";"CHEMBL4007284";"Inhibition of [3H]-5-hydroxytryptamine reuptake in human SERT expressed in HEK293 cells by microbeta liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004887";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL488021";"";"0";"259.32";"0";"3.95";"13";"CNCc1cc(F)ccc1Oc1ccc(C)c(C)c1";"IC50";"'='";"7.55";"nM";"8.12";"";"";"UO_0000065";"31.32";"0.58";"4.17";"38.20";"False";"CHEMBL962307";"Inhibition of serotonin reuptake at SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152152";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL488437";"";"0";"314.19";"1";"5.21";"19";"CNC(C)c1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1";"IC50";"'='";"8.09";"nM";"8.09";"";"";"UO_0000065";"25.76";"0.55";"2.88";"38.06";"False";"CHEMBL962307";"Inhibition of serotonin reuptake at SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152152";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL456017";"";"0";"239.29";"0";"2.40";"32a";"COc1ccc(F)cc1[C@@H]1CC[C@H](CCN)O1";"IC50";"'='";"2576.0";"nM";"5.59";"";"";"UO_0000065";"23.36";"0.45";"3.19";"12.57";"False";"CHEMBL1031548";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152751";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL24783";"";"0";"304.44";"0";"4.77";"18";"c1ccc(-c2[nH]c3ccccc3c2CCC2CCNCC2)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL702340";"In vivo inhibition of uptake of 5-HT in human platelets";"F";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1121570";"1";"Scientific Literature";"J. Med. Chem.";"1980";"None";""
"CHEMBL41";"FLUOXETINE";"4";"309.33";"0";"4.44";"Fluoxetine";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"22.06";"0.42";"2.38";"32.10";"True";"CHEMBL3363898";"Inhibition of serotonin reuptake at human SERT expressed in HEK293 cells after 15 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352322";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"CHEMBL3307715";""
"CHEMBL1224383";"";"0";"353.22";"0";"1.76";"19u";"CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(-n2nccn2)n1";"IC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"17.50";"0.37";"4.42";"7.16";"False";"CHEMBL1228923";"Inhibition of serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221386";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307715";""
"CHEMBL1224224";"";"0";"281.36";"0";"2.37";"8";"CN(C)CCC(c1ccc2ccccc2c1)n1ncnn1";"IC50";"'='";"138.0";"nM";"6.86";"";"";"UO_0000065";"24.38";"0.45";"4.49";"14.65";"False";"CHEMBL1228923";"Inhibition of serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221386";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307715";""
"CHEMBL3126968";"";"0";"485.51";"1";"7.22";"18, Diastereomeric mixture";"FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCC3)CC2)cc(C(F)(F)F)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL4093756";"";"0";"473.94";"0";"1.83";"10";"CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4011348";"Inhibition of recombinant human SERT expressed in HEK293 cell membranes assessed as reduction in [3H]5-HT uptake incubated for 22 mins by micro beta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007505";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4105127";"";"0";"487.97";"0";"2.22";"14";"CCCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4011348";"Inhibition of recombinant human SERT expressed in HEK293 cell membranes assessed as reduction in [3H]5-HT uptake incubated for 22 mins by micro beta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007505";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL3126965";"";"0";"471.49";"1";"6.87";"15, Diastereomeric mixture";"FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(NC3CC3)CC2)cc(C(F)(F)F)c1";"IC50";"'='";"680.0";"nM";"6.17";"";"";"UO_0000065";"13.08";"0.26";"-0.70";"29.01";"False";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL214003";"";"0";"324.47";"0";"3.66";"26";"CCOc1ccccc1CC(c1ccccc1)N1CCCNCC1";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"20.10";"0.37";"2.86";"26.62";"False";"CHEMBL863612";"Inhibition of [3H]5-HT reuptake at 5HT transporter in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145304";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL3673161";"";"0";"396.32";"1";"5.35";"BDBM160623";"Clc1ccc(C23CCN(CC2)Cc2cc(-c4cccnn4)ccc23)cc1Cl";"IC50";"'='";"3.8";"nM";"8.42";"";"303768";"UO_0000065";"21.25";"0.43";"3.07";"29.02";"False";"CHEMBL3705743";"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4ul/well of 1 mM fluoxetine dissolved in DMSO. 20 ul/well of a 2x membrane preparation (15 ug/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 20 ul/well of a 2x radioligand solution (520 pM [125I]RTI-55 in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to each well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 uA/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639048";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3216288";"";"0";"609.40";"1";"3.50";"123";"Cc1c(Cl)cccc1N1CCN(CC(O)CNC(=O)c2nc(C)n(-c3ccccc3F)c2C)CC1.Cl.Cl.Cl";"IC50";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"14.89";"0.29";"3.94";"10.11";"False";"CHEMBL1827735";"Displacement of [3H]impiramine from human serotonin transporter membrane expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821711";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL75880";"PERHEXILINE";"4";"277.50";"1";"5.30";"perhexiline";"C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL787";"MONTELUKAST";"4";"586.20";"2";"8.95";"MONTELUKAST";"CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL1201024";"METHSCOPOLAMINE BROMIDE";"0";"398.30";"0";"1.06";"METHSCOPOLAMINE BROMIDE";"C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21.[Br-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
